
UART_OK
[TB] v2b_arm_fashion14_trace start - 10 Fashion 14x14 samples via AXI-Lite
[TB] V2B_SOC_BASE=0xa0000000
[OK] MMIO round-trip CFG1
TRACE_HASH_BEGIN config=v2b_fc_fashion14_2L host=arm sample=0
HASH layer=0 t=20 buf=A 0x4A98BE3C
HASH layer=0 t=21 buf=A 0xCC4EB4FA
HASH layer=0 t=22 buf=A 0x8BA83868
HASH layer=0 t=23 buf=A 0x4CC17446
HASH layer=0 t=24 buf=A 0x4511601F
HASH layer=0 t=25 buf=A 0x852066E3
HASH layer=0 t=26 buf=A 0x1F236C76
HASH layer=0 t=27 buf=A 0x6D3F180C
HASH layer=0 t=28 buf=A 0xC2BC0B51
HASH layer=0 t=29 buf=A 0xE51C2FF3
HASH layer=0 t=30 buf=A 0xA8B145B4
HASH layer=0 t=31 buf=A 0x31613E50
HASH layer=0 t=32 buf=A 0xD9ECB557
HASH layer=0 t=33 buf=A 0xE9A280E3
HASH layer=0 t=34 buf=A 0xB36120CF
HASH layer=0 t=35 buf=A 0x46A9B485
HASH layer=0 t=36 buf=A 0x4265441A
HASH layer=0 t=37 buf=A 0xEAB4A135
HASH layer=0 t=38 buf=A 0x49D35262
HASH layer=0 t=39 buf=A 0x9BCE0D61
HASH layer=0 t=40 buf=A 0x52E3AF88
HASH layer=0 t=41 buf=A 0x54BD977F
HASH layer=0 t=42 buf=A 0x161BFE8A
HASH layer=0 t=43 buf=A 0xC29F1B52
HASH layer=0 t=44 buf=A 0x40C98A3A
HASH layer=0 t=45 buf=A 0x2441360B
HASH layer=0 t=46 buf=A 0xD0798EAC
HASH layer=0 t=47 buf=A 0x8EB5568D
HASH layer=0 t=48 buf=A 0xFC0DE938
HASH layer=0 t=49 buf=A 0x2F184415
HASH layer=0 t=50 buf=A 0x6FD6DFD5
HASH layer=0 t=51 buf=A 0x763CFBC7
HASH layer=0 t=52 buf=A 0x86051F1E
HASH layer=0 t=53 buf=A 0x630B8D10
HASH layer=0 t=54 buf=A 0xC5558233
HASH layer=0 t=55 buf=A 0xC2B7CB0D
HASH layer=0 t=56 buf=A 0xB901EE76
HASH layer=0 t=57 buf=A 0x79C68057
HASH layer=0 t=58 buf=A 0xDC7EBA32
HASH layer=0 t=59 buf=A 0x3C42E628
HASH layer=0 t=60 buf=A 0xC4EA7BD6
HASH layer=0 t=61 buf=A 0x47C81790
HASH layer=0 t=62 buf=A 0x55E60E89
HASH layer=0 t=63 buf=A 0x64D9D000
HASH layer=1 t=0 buf=B 0xE129EF7F
HASH layer=1 t=1 buf=B 0xBCBA6453
HASH layer=1 t=2 buf=B 0xB7C0C267
HASH layer=1 t=3 buf=B 0x293E40F1
HASH layer=1 t=4 buf=B 0x06013907
HASH layer=1 t=5 buf=B 0x4CC32B56
HASH layer=1 t=6 buf=B 0x93851DA5
HASH layer=1 t=7 buf=B 0xD9470FF4
HASH layer=1 t=8 buf=B 0x19C77E8E
HASH layer=1 t=9 buf=B 0x53056CDF
HASH layer=1 t=10 buf=B 0x587FCAEB
HASH layer=1 t=11 buf=B 0x12BDD8BA
HASH layer=1 t=12 buf=B 0x3D82A14C
HASH layer=1 t=13 buf=B 0xA37C23DA
HASH layer=1 t=14 buf=B 0xA80685EE
HASH layer=1 t=15 buf=B 0xE2C497BF
HASH layer=1 t=16 buf=B 0x5543D653
HASH layer=1 t=17 buf=B 0xCBBD54C5
HASH layer=1 t=18 buf=B 0x14FB6236
HASH layer=1 t=19 buf=B 0x8A05E0A0
HASH layer=1 t=20 buf=B 0x71060991
HASH layer=1 t=21 buf=B 0x3BC41BC0
HASH layer=1 t=22 buf=B 0xE4822D33
HASH layer=1 t=23 buf=B 0xAE403F62
HASH layer=1 t=24 buf=B 0xBAFCDEDF
HASH layer=1 t=25 buf=B 0xF03ECC8E
HASH layer=1 t=26 buf=B 0x2F78FA7D
HASH layer=1 t=27 buf=B 0x65BAE82C
HASH layer=1 t=28 buf=B 0x4A8591DA
HASH layer=1 t=29 buf=B 0x0047838B
HASH layer=1 t=30 buf=B 0xDF01B578
HASH layer=1 t=31 buf=B 0x95C3A729
HASH layer=1 t=32 buf=B 0x1876172E
HASH layer=1 t=33 buf=B 0x52B4057F
HASH layer=1 t=34 buf=B 0x8DF2338C
HASH layer=1 t=35 buf=B 0xC73021DD
HASH layer=1 t=36 buf=B 0xE80F582B
HASH layer=1 t=37 buf=B 0xA2CD4A7A
HASH layer=1 t=38 buf=B 0x7D8B7C89
HASH layer=1 t=39 buf=B 0x37496ED8
HASH layer=1 t=40 buf=B 0x23F58F65
HASH layer=1 t=41 buf=B 0x69379D34
HASH layer=1 t=42 buf=B 0xB671ABC7
HASH layer=1 t=43 buf=B 0xFCB3B996
HASH layer=1 t=44 buf=B 0xD38CC060
HASH layer=1 t=45 buf=B 0x994ED231
HASH layer=1 t=46 buf=B 0x4608E4C2
HASH layer=1 t=47 buf=B 0x0CCAF693
HASH layer=1 t=48 buf=B 0x6F7127B8
HASH layer=1 t=49 buf=B 0x25B335E9
HASH layer=1 t=50 buf=B 0xFAF5031A
HASH layer=1 t=51 buf=B 0xB037114B
HASH layer=1 t=52 buf=B 0x9F0868BD
HASH layer=1 t=53 buf=B 0xD5CA7AEC
HASH layer=1 t=54 buf=B 0x0A8C4C1F
HASH layer=1 t=55 buf=B 0x404E5E4E
HASH layer=1 t=56 buf=B 0x54F2BFF3
HASH layer=1 t=57 buf=B 0x1E30ADA2
HASH layer=1 t=58 buf=B 0xC1769B51
HASH layer=1 t=59 buf=B 0x8BB48900
HASH layer=1 t=60 buf=B 0xA48BF0F6
HASH layer=1 t=61 buf=B 0xEE49E2A7
HASH layer=1 t=62 buf=B 0x310FD454
HASH layer=1 t=63 buf=B 0x7BCDC605
TRACE_HASH_END count=128
[PASS] sample 8 label=8 pred=8 counts=[0 0 0 0 0 6 0 0 63 0]
TRACE_HASH_BEGIN config=v2b_fc_fashion14_2L host=arm sample=9
HASH layer=0 t=0 buf=A 0xC7F0DFD3
HASH layer=0 t=1 buf=A 0x2F99A2C9
HASH layer=0 t=2 buf=A 0xC8DD7D58
HASH layer=0 t=3 buf=A 0xB968090D
HASH layer=0 t=4 buf=A 0xE05CD1F0
HASH layer=0 t=5 buf=A 0x9D3DF337
HASH layer=0 t=6 buf=A 0x3A7E2B7C
HASH layer=0 t=7 buf=A 0x9468947E
HASH layer=0 t=8 buf=A 0x7B6B6C99
HASH layer=0 t=9 buf=A 0xEC616EC6
HASH layer=0 t=10 buf=A 0x32AE07B8
HASH layer=0 t=11 buf=A 0x7D225FF2
HASH layer=0 t=12 buf=A 0xAEFD1203
HASH layer=0 t=13 buf=A 0xF33215FB
HASH layer=0 t=14 buf=A 0x74161413
HASH layer=0 t=15 buf=A 0x8EE4770E
HASH layer=0 t=16 buf=A 0x4EEC34F9
HASH layer=0 t=17 buf=A 0x2DD9192C
HASH layer=0 t=18 buf=A 0x59F5EC7C
HASH layer=0 t=19 buf=A 0x08338549
HASH layer=0 t=20 buf=A 0x0799DEB8
HASH layer=0 t=21 buf=A 0xD4AC126B
HASH layer=0 t=22 buf=A 0x4645EB4A
HASH layer=0 t=23 buf=A 0x179B3144
HASH layer=0 t=24 buf=A 0x05767C8D
HASH layer=0 t=25 buf=A 0xA410ACDD
HASH layer=0 t=26 buf=A 0x31974353
HASH layer=0 t=27 buf=A 0x190E542A
HASH layer=0 t=28 buf=A 0xC1F71D3A
HASH layer=0 t=29 buf=A 0xD17D7AF6
HASH layer=0 t=30 buf=A 0xDA5587ED
HASH layer=0 t=31 buf=A 0xCC9B232E
HASH layer=0 t=32 buf=A 0xE4E9B7EC
HASH layer=0 t=33 buf=A 0x72ED349A
HASH layer=0 t=34 buf=A 0x6EDEB8E8
HASH layer=0 t=35 buf=A 0x7EEB2FFB
HASH layer=0 t=36 buf=A 0xB6CD9E89
HASH layer=0 t=37 buf=A 0x2E2E10A8
HASH layer=0 t=38 buf=A 0xE2277BFB
HASH layer=0 t=39 buf=A 0xD4CF7A18
HASH layer=0 t=40 buf=A 0x47B858C6
HASH layer=0 t=41 buf=A 0xDB79F7AD
HASH layer=0 t=42 buf=A 0xEF8E6C24
HASH layer=0 t=43 buf=A 0x52C839AB
HASH layer=0 t=44 buf=A 0xB82F9D8E
HASH layer=0 t=45 buf=A 0x241B2A2E
HASH layer=0 t=46 buf=A 0x7BFFCD07
HASH layer=0 t=47 buf=A 0x6E84D66B
HASH layer=0 t=48 buf=A 0x98B75DF5
HASH layer=0 t=49 buf=A 0x3AB73B17
HASH layer=0 t=50 buf=A 0x99FE043B
HASH layer=0 t=51 buf=A 0x8195DA97
HASH layer=0 t=52 buf=A 0x5CE07416
HASH layer=0 t=53 buf=A 0x8C2E058F
HASH layer=0 t=54 buf=A 0x0D1C9C47
HASH layer=0 t=55 buf=A 0x9899DA25
HASH layer=0 t=56 buf=A 0xDC4F11BE
HASH layer=0 t=57 buf=A 0x195BB2CA
HASH layer=0 t=58 buf=A 0x104C622C
HASH layer=0 t=59 buf=A 0x128B4BCD
HASH layer=0 t=60 buf=A 0xC6C5D00E
HASH layer=0 t=61 buf=A 0x4E15417C
HASH layer=0 t=62 buf=A 0x417CFFD5
HASH layer=0 t=63 buf=A 0x3BCF3119
HASH layer=1 t=0 buf=B 0xE129EF7F
HASH layer=1 t=1 buf=B 0x51745F13
HASH layer=1 t=2 buf=B 0x9963F09D
HASH layer=1 t=3 buf=B 0xD3A1E2CC
HASH layer=1 t=4 buf=B 0xD23DA9C0
HASH layer=1 t=5 buf=B 0xB65C896B
HASH layer=1 t=6 buf=B 0x691ABF98
HASH layer=1 t=7 buf=B 0x0D7B9F33
HASH layer=1 t=8 buf=B 0x37644C74
HASH layer=1 t=9 buf=B 0x53056CDF
HASH layer=1 t=10 buf=B 0x8C435A2C
HASH layer=1 t=11 buf=B 0xC681487D
HASH layer=1 t=12 buf=B 0xE9BE318B
HASH layer=1 t=13 buf=B 0xA37C23DA
HASH layer=1 t=14 buf=B 0x7C3A1529
HASH layer=1 t=15 buf=B 0x36F80778
HASH layer=1 t=16 buf=B 0x5543D653
HASH layer=1 t=17 buf=B 0x1F81C402
HASH layer=1 t=18 buf=B 0xC0C7F2F1
HASH layer=1 t=19 buf=B 0x8A05E0A0
HASH layer=1 t=20 buf=B 0xA53A9956
HASH layer=1 t=21 buf=B 0xEFF88B07
HASH layer=1 t=22 buf=B 0x30BEBDF4
HASH layer=1 t=23 buf=B 0x7A7CAFA5
HASH layer=1 t=24 buf=B 0x6EC04E18
HASH layer=1 t=25 buf=B 0x24025C49
HASH layer=1 t=26 buf=B 0xFB446ABA
HASH layer=1 t=27 buf=B 0xB18678EB
HASH layer=1 t=28 buf=B 0x9EB9011D
HASH layer=1 t=29 buf=B 0xD47B134C
HASH layer=1 t=30 buf=B 0x0B3D25BF
HASH layer=1 t=31 buf=B 0x41FF37EE
HASH layer=1 t=32 buf=B 0xCC4A87E9
HASH layer=1 t=33 buf=B 0x868895B8
HASH layer=1 t=34 buf=B 0x59CEA34B
HASH layer=1 t=35 buf=B 0x130CB11A
HASH layer=1 t=36 buf=B 0x3C33C8EC
HASH layer=1 t=37 buf=B 0x76F1DABD
HASH layer=1 t=38 buf=B 0xA9B7EC4E
HASH layer=1 t=39 buf=B 0xE375FE1F
HASH layer=1 t=40 buf=B 0xF7C91FA2
HASH layer=1 t=41 buf=B 0xBD0B0DF3
HASH layer=1 t=42 buf=B 0x624D3B00
HASH layer=1 t=43 buf=B 0x288F2951
HASH layer=1 t=44 buf=B 0x07B050A7
HASH layer=1 t=45 buf=B 0x4D7242F6
HASH layer=1 t=46 buf=B 0x92347405
HASH layer=1 t=47 buf=B 0xD8F66654
HASH layer=1 t=48 buf=B 0xBB4DB77F
HASH layer=1 t=49 buf=B 0xF18FA52E
HASH layer=1 t=50 buf=B 0x2EC993DD
HASH layer=1 t=51 buf=B 0x640B818C
HASH layer=1 t=52 buf=B 0x4B34F87A
HASH layer=1 t=53 buf=B 0x01F6EA2B
HASH layer=1 t=54 buf=B 0xDEB0DCD8
HASH layer=1 t=55 buf=B 0x9472CE89
HASH layer=1 t=56 buf=B 0x80CE2F34
HASH layer=1 t=57 buf=B 0xCA0C3D65
HASH layer=1 t=58 buf=B 0x3BE9396C
HASH layer=1 t=59 buf=B 0x5F8819C7
HASH layer=1 t=60 buf=B 0x70B76031
HASH layer=1 t=61 buf=B 0x3A757260
HASH layer=1 t=62 buf=B 0xE5334493
HASH layer=1 t=63 buf=B 0xAFF156C2
TRACE_HASH_END count=128
[PASS] sample 9 label=5 pred=5 counts=[0 0 0 0 0 63 0 0 62 7]
ARM_FPGA_DEMO_SCHEDULER_FASHION10_PASS
